notification_id,event_id,event_type,user_id,source_user_id,post_id,comment_id,created_at,device,delivery_channel,priority,seen,status,app_version,country,latency_ms,motivo_rechazo,rechazado
N01684,E01684,COMMENT,U0140,U0083,P0049,C01684,2026-05-05 13:40:18,MOBILE,EMAIL,MEDIUM,True,FAILED,1.2.0,MX,12506,,0
N00192,E00192,COMMENT,U0015,U0164,P0001,C00192,2026-05-02 09:31:54,WEB,IN_APP,MEDIUM,True,FAILED,1.0.0,AR,7127,,0
N01832,E01832,DM,U0072,U0199,,,2026-04-18 08:49:32,WEB,PUSH,MEDIUM,False,SENT,1.2.0,CL,12888,event_type fuera de dominio,1
N01500,E01500,LIKE,U0153,U0066,P0018,,2026-04-13 09:26:53,MOBILE,EMAIL,HIGH,True,PENDING,1.1.0,PE,17842,,0
N01891,E01891,FOLLOW,U0120,U0179,,,2026-04-26 11:54:07,ANDROID,IN_APP,LOW,True,SENT,2.0.0,CL,4559,device fuera de dominio,1
N00128,E00128,LIKE,U0089,U0062,P0047,,2026-04-17 09:49:37,WEB,IN_APP,HIGH,True,SENT,1.2.0,PE,21263,,0
N00017,E00017,COMMENT,U0055,U0139,P0009,C00017,2026-04-08 17:36:30,WEB,IN_APP,LOW,False,SENT,1.0.0,CL,21793,,0
N00635,E00635,FOLLOW,U0083,U0103,,,2026-05-06 15:55:59,WEB,IN_APP,LOW,False,SENT,2.0.0,CL,17498,,0
N00827,E00827,COMMENT,U0033,U0163,P0025,C00827,2026-05-02 14:57:20,MOBILE,IN_APP,HIGH,False,SENT,1.0.0,AR,16723,,0
N00999,E00999,COMMENT,U0057,U0017,P0040,C00999,2026-04-14 19:38:52,WEB,EMAIL,MEDIUM,False,FAILED,2.0.0,MX,18473,,0
N00577,E00577,FOLLOW,U0022,U0029,,,2026-04-30 16:45:49,WEB,PUSH,LOW,False,PENDING,2.0.0,AR,8741,,0
N01456,E01456,LIKE,U0147,U0116,P0020,,2026-04-07 11:12:50,MOBILE,EMAIL,HIGH,False,SENT,1.1.0,PE,8657,,0
N00429,E00429,FOLLOW,U0157,U0060,,,2026-04-30 11:43:01,MOBILE,IN_APP,MEDIUM,False,SENT,2.0.0,PE,6228,,0
N00072,E00072,FOLLOW,U0040,U0128,,,2026-04-28 16:45:17,WEB,IN_APP,MEDIUM,False,SENT,2.0.0,AR,12769,,0
N01112,E01781,LIKE,U0048,U0008,P0012,,2026-04-24 17:50:35,MOBILE,IN_APP,LOW,False,SENT,2.0.0,PE,16435,duplicado_notification_id,1
N01406,E01406,LIKE,U0047,U0011,P0008,,2026-04-14 08:28:08,WEB,IN_APP,HIGH,False,SENT,1.1.0,AR,1413,,0
N01741,E01741,LIKE,U0164,U0054,P0024,,2026-05-06 14:59:06,SMART_TV,PUSH,HIGH,False,PENDING,1.1.0,AR,7910,device fuera de dominio,1
N01586,E01586,LIKE,U0021,U0081,P0040,,2026-04-08 16:39:54,WEB,EMAIL,HIGH,False,PENDING,1.2.0,MX,21743,,0
N00079,E00079,COMMENT,U0015,U0076,P0023,C00079,2026-04-24 10:15:33,MOBILE,EMAIL,MEDIUM,True,SENT,1.0.0,MX,20506,,0
N01127,E01127,LIKE,U0035,U0098,P0031,,2026-04-22 10:49:01,WEB,EMAIL,HIGH,False,FAILED,1.1.0,MX,850,,0
N01031,E01031,COMMENT,U0038,U0079,P0022,C01031,2026-04-26 21:47:20,WEB,IN_APP,MEDIUM,False,FAILED,2.0.0,MX,385,,0
N01116,E01116,LIKE,U0175,U0126,P0040,,2026-04-26 18:29:30,WEB,EMAIL,LOW,False,SENT,1.1.0,PE,21076,,0
N00694,E00694,COMMENT,U0197,U0052,P0016,C00694,2026-04-08 11:12:05,WEB,EMAIL,LOW,True,SENT,1.2.0,AR,22480,,0
N01266,E01266,LIKE,U0122,U0127,P0036,,2026-04-14 20:21:07,MOBILE,IN_APP,HIGH,False,SENT,1.2.0,MX,9815,,0
N01568,E01568,FOLLOW,U0091,U0104,,,2026-04-25 10:52:56,MOBILE,PUSH,MEDIUM,False,FAILED,1.0.0,MX,8137,,0
N00699,E00699,FOLLOW,U0035,U0086,,,2026-04-17 20:56:44,WEB,PUSH,MEDIUM,True,PENDING,1.0.0,MX,12729,,0
N01395,E01395,FOLLOW,U0053,U0082,,,2026-04-07 12:17:26,WEB,IN_APP,LOW,False,FAILED,2.0.0,AR,5494,,0
N00764,E00764,COMMENT,U0129,U0186,P0048,C00764,2026-05-03 09:06:50,MOBILE,EMAIL,LOW,True,PENDING,1.0.0,AR,1905,,0
N01513,E01513,COMMENT,U0033,U0009,P0014,C01513,2026-05-06 16:39:44,MOBILE,EMAIL,MEDIUM,True,FAILED,1.2.0,CL,7454,,0
N01178,E01178,FOLLOW,U0191,U0041,,,2026-05-03 21:50:13,MOBILE,IN_APP,MEDIUM,False,SENT,1.0.0,CL,19056,,0
N00676,E00676,COMMENT,U0073,U0089,P0026,C00676,2026-04-11 17:48:41,WEB,EMAIL,LOW,True,PENDING,1.1.0,AR,23902,,0
N00581,E00581,COMMENT,U0192,U0127,P0025,C00581,2026-04-24 21:13:38,WEB,PUSH,LOW,True,PENDING,1.1.0,MX,4982,,0
N01448,E01448,LIKE,U0114,U0070,P0027,,2026-04-10 09:50:14,MOBILE,IN_APP,MEDIUM,False,FAILED,2.0.0,PE,18088,,0
N01692,E01692,FOLLOW,U0194,U0169,,,2026-04-17 19:58:00,MOBILE,IN_APP,LOW,False,FAILED,2.0.0,PE,10682,,0
N01828,E01828,SHARE,U0156,U0147,,,2026-04-07 08:09:28,MOBILE,PUSH,MEDIUM,True,SENT,1.2.0,PE,1543,event_type fuera de dominio,1
N01614,E01614,COMMENT,U0100,U0192,P0017,C01614,2026-04-30 16:29:11,MOBILE,PUSH,LOW,False,PENDING,1.1.0,AR,3902,,0
N00312,E00312,FOLLOW,U0115,U0023,,,2026-04-23 13:07:31,MOBILE,EMAIL,LOW,False,PENDING,1.0.0,CL,3178,,0
N00597,E00597,FOLLOW,U0088,U0119,,,2026-04-30 18:43:45,WEB,IN_APP,LOW,True,PENDING,2.0.0,MX,2794,,0
N01716,E01716,FOLLOW,U0135,U0069,,,2026-04-23 12:01:32,WEB,EMAIL,LOW,True,UNKNOWN,1.0.0,CL,16279,status fuera de dominio,1
N00806,E00806,COMMENT,U0021,U0161,P0006,C00806,2026-04-30 11:51:43,MOBILE,IN_APP,HIGH,True,FAILED,1.2.0,MX,4499,,0
N00341,E00341,LIKE,U0057,U0183,P0048,,2026-04-24 12:53:23,WEB,IN_APP,LOW,False,PENDING,2.0.0,PE,10209,,0
N00460,E00460,LIKE,U0024,U0179,P0030,,2026-04-23 12:43:41,WEB,PUSH,HIGH,False,SENT,1.1.0,AR,20415,,0
N00522,E00522,COMMENT,U0074,U0198,P0004,C00522,2026-04-26 12:29:10,MOBILE,PUSH,HIGH,False,SENT,1.1.0,AR,5483,,0
N00243,E00243,COMMENT,U0073,U0199,P0020,C00243,2026-05-05 16:29:00,MOBILE,EMAIL,MEDIUM,False,FAILED,1.2.0,AR,15401,,0
N01370,E01370,FOLLOW,U0190,U0148,,,2026-04-12 14:53:55,MOBILE,EMAIL,LOW,True,PENDING,2.0.0,AR,8743,,0
N00838,E00838,FOLLOW,U0125,U0111,,,2026-04-24 17:47:17,MOBILE,EMAIL,MEDIUM,False,PENDING,1.1.0,PE,12453,,0
N01904,E01904,FOLLOW,U0155,U0179,,,2026-04-20 00:19:37,WEB,EMAIL,LOW,False,PENDING,1.0.0,AR,18572,EMAIL fuera de horario permitido (07-23),1
N00304,E00304,LIKE,U0117,U0076,P0017,,2026-05-06 09:52:11,WEB,EMAIL,LOW,False,FAILED,1.2.0,MX,24400,,0
N01611,E01611,LIKE,U0048,U0026,P0009,,2026-05-05 08:07:33,MOBILE,PUSH,MEDIUM,True,FAILED,1.2.0,MX,24538,,0
N00427,E00427,FOLLOW,U0145,U0041,,,2026-05-05 16:34:46,MOBILE,EMAIL,LOW,False,SENT,1.0.0,PE,13767,,0
N00191,E00191,FOLLOW,U0063,U0179,,,2026-04-28 18:52:54,MOBILE,PUSH,LOW,True,PENDING,2.0.0,MX,18310,,0
N00317,E00317,FOLLOW,U0151,U0032,,,2026-04-23 18:37:32,WEB,EMAIL,LOW,True,FAILED,1.0.0,MX,19373,,0
N01662,E01662,COMMENT,U0126,U0095,P0040,C01662,2026-04-23 09:03:21,MOBILE,PUSH,LOW,False,PENDING,1.0.0,PE,14887,,0
N01377,E01377,COMMENT,U0115,U0082,P0003,C01377,2026-04-07 17:17:54,MOBILE,PUSH,LOW,False,SENT,1.0.0,PE,6010,,0
N00513,E00513,COMMENT,U0147,U0192,P0038,C00513,2026-04-23 15:49:08,WEB,PUSH,HIGH,True,PENDING,2.0.0,CL,20755,,0
N01042,E01042,FOLLOW,U0100,U0005,,,2026-04-30 13:27:09,MOBILE,PUSH,MEDIUM,False,FAILED,2.0.0,AR,19023,,0
N00157,E00157,COMMENT,U0135,U0097,P0021,C00157,2026-04-23 16:21:34,WEB,PUSH,MEDIUM,False,SENT,1.1.0,PE,18487,,0
N00797,E00797,LIKE,U0063,U0020,P0001,,2026-04-11 21:26:09,WEB,IN_APP,LOW,True,FAILED,1.2.0,MX,13684,,0
N00740,E00740,FOLLOW,U0025,U0152,,,2026-04-25 15:41:44,WEB,PUSH,MEDIUM,True,SENT,1.2.0,CL,23588,,0
N01478,E01478,LIKE,U0005,U0017,P0045,,2026-04-25 15:27:24,MOBILE,IN_APP,LOW,True,FAILED,2.0.0,MX,4187,,0
N00023,E00023,FOLLOW,U0018,U0173,,,2026-04-25 09:56:36,MOBILE,PUSH,LOW,True,PENDING,1.2.0,PE,6893,,0
N00454,E00454,FOLLOW,U0010,U0118,,,2026-04-15 21:33:07,WEB,EMAIL,LOW,True,FAILED,1.0.0,PE,15498,,0
N01660,E01660,LIKE,U0163,U0119,P0032,,2026-04-24 20:17:34,MOBILE,PUSH,HIGH,False,FAILED,1.2.0,PE,18358,,0
N01913,E01913,LIKE,U0164,U0122,P0046,,2026-04-14 08:08:57,WEB,EMAIL,NONE,True,FAILED,2.0.0,MX,12220,priority fuera de dominio,1
N01774,E01774,LIKE,U0105,U0172,P0045,,2026-05-06 03:22:57,WEB,EMAIL,HIGH,True,SENT,1.0.0,PE,12341,EMAIL fuera de horario permitido (07-23),1
N00491,E00491,FOLLOW,U0200,U0124,,,2026-04-19 16:59:22,WEB,PUSH,MEDIUM,False,SENT,1.0.0,PE,17718,,0
N00978,E00978,COMMENT,U0042,U0120,P0035,C00978,2026-04-13 08:28:51,WEB,PUSH,HIGH,False,FAILED,2.0.0,MX,8181,,0
N00254,E00254,COMMENT,U0186,U0102,P0032,C00254,2026-04-25 18:27:11,MOBILE,PUSH,MEDIUM,True,PENDING,1.2.0,MX,5070,,0
N00245,E00245,COMMENT,U0163,U0178,P0001,C00245,2026-05-07 20:42:24,WEB,EMAIL,HIGH,True,SENT,1.1.0,MX,16322,,0
N01785,E01785,COMMENT,U0067,U0016,P0011,C01785,2026-04-07 05:36:40,WEB,EMAIL,HIGH,True,FAILED,1.1.0,AR,4368,EMAIL fuera de horario permitido (07-23),1
N00143,E00143,FOLLOW,U0078,U0158,,,2026-05-05 16:41:10,MOBILE,IN_APP,LOW,False,FAILED,1.0.0,CL,2861,,0
N01148,E01148,COMMENT,U0176,U0159,P0028,C01148,2026-05-04 17:08:33,WEB,IN_APP,MEDIUM,False,FAILED,1.1.0,PE,18724,,0
N01258,E01258,COMMENT,U0021,U0085,P0042,C01258,2026-04-07 15:01:06,WEB,PUSH,LOW,True,FAILED,1.2.0,PE,13817,,0
N00375,E00375,FOLLOW,U0193,U0096,,,2026-04-10 14:17:28,MOBILE,EMAIL,LOW,True,SENT,1.2.0,AR,18397,,0
N01919,E01919,LIKE,U0085,U0158,P0019,,2026-99-99 99:99:99,MOBILE,IN_APP,LOW,True,SENT,2.0.0,MX,24491,timestamp_formato_invalido,1
N01124,E01124,LIKE,U0003,U0014,P0022,,2026-04-27 13:12:47,MOBILE,PUSH,LOW,False,SENT,1.2.0,PE,19318,,0
N01656,E01656,COMMENT,U0109,U0197,P0012,C01656,2026-04-07 21:11:07,MOBILE,PUSH,HIGH,False,SENT,1.1.0,PE,14604,,0
N01392,E01392,COMMENT,U0031,U0166,P0031,C01392,2026-05-05 15:43:13,WEB,PUSH,LOW,True,FAILED,1.1.0,CL,10876,,0
N01330,E01330,FOLLOW,U0141,U0047,,,2026-04-19 09:31:40,WEB,EMAIL,MEDIUM,True,FAILED,1.1.0,PE,9715,,0
N00729,E00729,COMMENT,U0023,U0029,P0006,C00729,2026-04-14 17:59:12,MOBILE,EMAIL,HIGH,False,SENT,1.2.0,MX,19104,,0
N00313,E00313,FOLLOW,U0159,U0164,,,2026-04-09 16:35:13,WEB,EMAIL,MEDIUM,False,SENT,1.1.0,MX,11078,,0
N01846,E01846,FOLLOW,U0130,U0169,,,2026-04-07 13:36:11,WEB,IN_APP,MEDIUM,True,SENT,2.0.0,CL,-2457,latency_ms no puede ser negativo,1
N00944,E00944,COMMENT,U0034,U0190,P0018,C00944,2026-05-05 09:32:46,WEB,PUSH,HIGH,True,SENT,1.1.0,CL,24313,,0
N01615,E01615,COMMENT,U0046,U0097,P0044,C01615,2026-04-16 20:16:37,WEB,EMAIL,HIGH,True,SENT,1.0.0,AR,6830,,0
N00082,E00082,LIKE,U0061,U0098,P0037,,2026-04-19 12:44:18,WEB,EMAIL,LOW,False,SENT,1.0.0,MX,9578,,0
N01024,E01024,FOLLOW,U0014,U0082,,,2026-05-05 11:30:07,MOBILE,IN_APP,MEDIUM,False,SENT,1.0.0,AR,19804,,0
N00618,E00618,FOLLOW,U0175,U0093,,,2026-04-23 10:49:00,MOBILE,PUSH,LOW,False,PENDING,2.0.0,AR,14423,,0
N01038,E01038,COMMENT,U0086,U0051,P0044,C01038,2026-04-29 12:38:47,MOBILE,IN_APP,LOW,True,FAILED,2.0.0,MX,13186,,0
N01134,E01134,LIKE,U0006,U0033,P0049,,2026-04-30 09:11:23,MOBILE,PUSH,LOW,True,SENT,1.0.0,CL,23894,,0
N01336,E01336,FOLLOW,U0080,U0146,,,2026-04-12 21:12:11,MOBILE,IN_APP,LOW,True,SENT,1.2.0,AR,14286,,0
N01256,E01256,COMMENT,U0001,U0111,P0004,C01256,2026-04-12 20:17:34,WEB,PUSH,HIGH,True,FAILED,1.2.0,CL,16473,,0
N01219,E01219,LIKE,U0182,U0041,P0006,,2026-04-15 16:03:16,WEB,IN_APP,LOW,False,SENT,1.2.0,AR,14483,,0
N01957,E01957,FOLLOW,U0027,U0193,,,2026-04-08 11:41:50,MOBILE,PUSH,MEDIUM,True,PENDING,2.0.0,ES,10826,country fuera de dominio,1
N00986,E00986,LIKE,U0012,U0055,P0020,,2026-05-05 13:24:41,WEB,EMAIL,LOW,True,PENDING,1.2.0,MX,22327,,0
N00568,E00568,LIKE,U0081,U0155,P0020,,2026-04-09 14:57:23,MOBILE,PUSH,HIGH,False,FAILED,1.1.0,AR,3867,,0
N00768,E00768,LIKE,U0038,U0110,P0002,,2026-05-01 09:55:03,WEB,IN_APP,MEDIUM,False,FAILED,1.1.0,AR,11215,,0
N00484,E00484,LIKE,U0186,U0073,P0017,,2026-05-06 08:39:05,MOBILE,PUSH,LOW,True,FAILED,1.0.0,CL,20014,,0
N00240,E00240,COMMENT,U0198,U0027,P0037,C00240,2026-04-14 09:14:47,MOBILE,IN_APP,HIGH,True,SENT,1.1.0,CL,15658,,0
N01753,E01753,FOLLOW,U0174,U0114,,,2026-04-14 08:30:08,MOBILE,IN_APP,MEDIUM,True,UNKNOWN,1.0.0,MX,3666,status fuera de dominio,1
N01442,E01442,LIKE,U0067,U0102,P0031,,2026-04-13 16:28:38,MOBILE,PUSH,HIGH,False,SENT,1.0.0,CL,10027,,0
N00989,E00989,FOLLOW,U0163,U0030,,,2026-04-12 20:58:28,WEB,IN_APP,MEDIUM,False,FAILED,1.2.0,CL,6060,,0
N00734,E00734,LIKE,U0006,U0141,P0026,,2026-04-24 18:30:22,WEB,EMAIL,MEDIUM,True,FAILED,1.2.0,PE,23018,,0
N00857,E00857,LIKE,U0030,U0014,P0003,,2026-04-29 11:04:34,WEB,IN_APP,LOW,True,FAILED,2.0.0,MX,13074,,0
N00776,E00776,FOLLOW,U0099,U0144,,,2026-04-25 17:17:13,MOBILE,EMAIL,LOW,True,FAILED,1.1.0,CL,17003,,0
N01595,E01595,FOLLOW,U0121,U0001,,,2026-04-07 14:51:05,MOBILE,IN_APP,LOW,False,FAILED,1.2.0,PE,6398,,0
N00267,E00267,FOLLOW,U0167,U0195,,,2026-04-30 10:28:04,WEB,IN_APP,LOW,True,PENDING,1.2.0,CL,2631,,0
N00732,E00732,FOLLOW,U0180,U0009,,,2026-04-27 12:32:44,WEB,IN_APP,LOW,False,FAILED,1.1.0,MX,9751,,0
N00502,E00502,COMMENT,U0157,U0023,P0041,C00502,2026-04-26 14:00:35,MOBILE,EMAIL,LOW,True,FAILED,1.0.0,PE,17885,,0
N00268,E00268,COMMENT,U0044,U0097,P0011,C00268,2026-05-05 16:57:05,WEB,IN_APP,MEDIUM,True,PENDING,1.1.0,MX,5347,,0
N01922,E01922,FOLLOW,U0140,U0140,,,2026-04-25 16:03:24,MOBILE,PUSH,LOW,False,FAILED,1.2.0,MX,10225,self-event: user_id igual a source_user_id,1
N01227,E01227,LIKE,U0193,U0005,P0014,,2026-04-13 18:48:09,MOBILE,EMAIL,MEDIUM,False,PENDING,1.1.0,AR,736,,0
N01281,E01281,LIKE,U0074,U0037,P0019,,2026-05-02 14:49:00,MOBILE,EMAIL,MEDIUM,False,PENDING,1.2.0,AR,14924,,0
N01599,E01599,COMMENT,U0098,U0193,P0038,C01599,2026-05-03 20:41:05,WEB,PUSH,HIGH,False,PENDING,1.0.0,MX,8834,,0
N01439,E01439,FOLLOW,U0073,U0157,,,2026-04-25 16:15:46,WEB,EMAIL,MEDIUM,True,PENDING,2.0.0,PE,5170,,0
N00162,E00162,LIKE,U0105,U0168,P0031,,2026-04-17 11:48:18,WEB,EMAIL,MEDIUM,True,SENT,1.1.0,CL,5936,,0
N00275,E00275,LIKE,U0043,U0055,P0013,,2026-05-06 14:05:43,MOBILE,PUSH,MEDIUM,True,FAILED,1.2.0,PE,24025,,0
N01594,E01594,LIKE,U0200,U0030,P0014,,2026-04-10 15:21:54,WEB,IN_APP,MEDIUM,False,SENT,1.2.0,PE,20778,,0
N00177,E00177,FOLLOW,U0173,U0181,,,2026-04-30 19:02:25,MOBILE,PUSH,MEDIUM,True,SENT,1.1.0,PE,7873,,0
N00169,E00169,COMMENT,U0040,U0117,P0048,C00169,2026-04-26 14:44:35,MOBILE,IN_APP,MEDIUM,True,FAILED,1.0.0,MX,17507,,0
N01665,E01665,FOLLOW,U0137,U0008,,,2026-05-01 09:33:13,MOBILE,PUSH,MEDIUM,True,FAILED,1.1.0,AR,21312,,0
N00614,E00614,COMMENT,U0194,U0029,P0007,C00614,2026-04-18 20:54:06,MOBILE,IN_APP,HIGH,True,SENT,1.0.0,AR,12050,,0
N00782,E00782,COMMENT,U0024,U0127,P0012,C00782,2026-05-02 21:55:11,WEB,EMAIL,LOW,True,FAILED,1.2.0,CL,10363,,0
N01412,E01412,COMMENT,U0020,U0191,P0050,C01412,2026-05-07 10:30:59,WEB,PUSH,LOW,True,PENDING,1.1.0,MX,7763,,0
N01363,E01363,FOLLOW,U0087,U0189,,,2026-04-21 16:40:04,WEB,IN_APP,LOW,False,PENDING,2.0.0,CL,22982,,0
N00789,E00789,LIKE,U0012,U0155,P0010,,2026-04-24 16:21:38,WEB,PUSH,LOW,True,FAILED,1.2.0,PE,11615,,0
N00199,E00199,FOLLOW,U0084,U0099,,,2026-04-28 14:24:49,MOBILE,PUSH,LOW,True,FAILED,2.0.0,AR,4749,,0
N00952,E00952,LIKE,U0042,U0134,P0048,,2026-05-02 11:28:55,MOBILE,PUSH,LOW,False,PENDING,1.1.0,MX,4783,,0
N00696,E00696,FOLLOW,U0161,U0049,,,2026-05-01 16:25:27,MOBILE,IN_APP,LOW,True,SENT,1.2.0,PE,5889,,0
N00220,E00220,LIKE,U0113,U0031,P0050,,2026-05-01 20:47:37,WEB,PUSH,HIGH,False,SENT,1.1.0,AR,6981,,0
N00400,E00400,FOLLOW,U0120,U0071,,,2026-04-08 21:35:10,MOBILE,IN_APP,LOW,False,PENDING,1.2.0,PE,15079,,0
N00216,E00216,LIKE,U0126,U0074,P0009,,2026-04-27 21:28:39,WEB,PUSH,LOW,True,PENDING,1.1.0,AR,12781,,0
N00340,E00340,COMMENT,U0116,U0085,P0040,C00340,2026-04-28 19:37:09,WEB,IN_APP,HIGH,False,PENDING,1.1.0,CL,10463,,0
N01798,E01798,COMMENT,U0096,U0060,P0047,C01798,fecha-invalida,WEB,EMAIL,MEDIUM,True,FAILED,2.0.0,PE,12753,timestamp_formato_invalido,1
N01009,E01009,COMMENT,U0183,U0052,P0021,C01009,2026-04-28 09:57:01,WEB,PUSH,LOW,False,SENT,2.0.0,AR,5995,,0
N00064,E00064,COMMENT,U0019,U0176,P0015,C00064,2026-04-12 20:40:37,MOBILE,EMAIL,HIGH,False,SENT,1.1.0,AR,8904,,0
N00493,E00493,FOLLOW,U0092,U0125,,,2026-04-09 18:28:47,MOBILE,PUSH,LOW,True,SENT,1.0.0,AR,16231,,0
N00221,E00221,LIKE,U0146,U0090,P0035,,2026-04-18 16:10:20,WEB,EMAIL,HIGH,False,FAILED,1.2.0,CL,4642,,0
N00829,E00829,LIKE,U0161,U0198,P0038,,2026-05-07 17:45:34,WEB,PUSH,LOW,True,FAILED,1.1.0,MX,20990,,0
N01693,E01693,COMMENT,U0029,U0181,P0016,C01693,2026-04-20 19:57:29,WEB,EMAIL,LOW,True,PENDING,1.2.0,AR,897,,0
N01132,E01132,LIKE,U0121,U0098,P0025,,2026-04-15 18:17:44,WEB,PUSH,MEDIUM,False,FAILED,2.0.0,MX,23376,,0
N01920,E01920,FOLLOW,U0042,U0042,,,2026-04-11 17:33:45,WEB,PUSH,MEDIUM,False,SENT,1.1.0,PE,13231,self-event: user_id igual a source_user_id,1
N00006,E00006,COMMENT,U0180,U0175,P0042,C00006,2026-04-18 18:10:34,MOBILE,PUSH,HIGH,True,PENDING,2.0.0,PE,21171,,0
N00394,E00394,LIKE,U0189,U0009,P0013,,2026-04-14 20:06:33,MOBILE,EMAIL,HIGH,False,PENDING,1.2.0,PE,5397,,0
N00569,E00569,FOLLOW,U0189,U0129,,,2026-04-21 18:53:37,WEB,PUSH,MEDIUM,True,SENT,1.0.0,PE,10990,,0
N01562,E01562,FOLLOW,U0158,U0049,,,2026-04-18 17:11:00,WEB,IN_APP,MEDIUM,False,FAILED,1.1.0,PE,7589,,0
N00255,E00255,LIKE,U0158,U0159,P0040,,2026-04-17 12:31:26,WEB,PUSH,HIGH,True,SENT,1.2.0,MX,4696,,0
N01344,E01344,FOLLOW,U0132,U0112,,,2026-04-25 14:04:03,WEB,IN_APP,LOW,True,SENT,1.0.0,AR,20250,,0
N00146,E00146,LIKE,U0081,U0184,P0021,,2026-04-10 13:25:08,MOBILE,IN_APP,MEDIUM,False,SENT,2.0.0,CL,8964,,0
N00155,E00155,FOLLOW,U0185,U0159,,,2026-05-03 21:43:15,MOBILE,EMAIL,LOW,True,SENT,2.0.0,PE,13922,,0
N00401,E00401,LIKE,U0199,U0164,P0033,,2026-04-14 10:56:01,WEB,EMAIL,HIGH,True,PENDING,1.0.0,MX,6421,,0
N01044,E01044,COMMENT,U0018,U0084,P0021,C01044,2026-04-16 11:12:19,WEB,PUSH,LOW,False,SENT,1.1.0,PE,1094,,0
N00398,E00398,COMMENT,U0166,U0040,P0045,C00398,2026-04-12 09:08:31,WEB,IN_APP,LOW,False,PENDING,1.1.0,CL,22785,,0
,E01916,COMMENT,U0069,U0081,P0039,C01916,2026-04-17 17:13:06,MOBILE,EMAIL,HIGH,False,FAILED,1.2.0,CL,8643,notification_id vacio,1
N00937,E00937,COMMENT,U0084,U0064,P0043,C00937,2026-05-04 10:29:20,MOBILE,EMAIL,HIGH,False,FAILED,2.0.0,AR,16051,,0
N00396,E00396,LIKE,U0029,U0061,P0041,,2026-04-27 08:10:50,MOBILE,EMAIL,MEDIUM,False,SENT,1.0.0,CL,19240,,0
N00376,E00376,COMMENT,U0098,U0051,P0010,C00376,2026-05-03 15:51:00,WEB,IN_APP,LOW,False,SENT,1.2.0,MX,10031,,0
N00509,E00509,LIKE,U0164,U0157,P0011,,2026-04-20 21:14:05,WEB,IN_APP,MEDIUM,True,FAILED,2.0.0,MX,9347,,0
N00930,E00930,COMMENT,U0147,U0110,P0047,C00930,2026-04-21 10:53:29,MOBILE,EMAIL,MEDIUM,True,PENDING,2.0.0,MX,8819,,0
N01877,E01877,LIKE,U0155,U0183,P0035,,2027-10-24 12:00:00,MOBILE,PUSH,LOW,False,PENDING,1.1.0,CL,8016,created_at no puede ser futuro,1
N00288,E00288,FOLLOW,U0104,U0170,,,2026-04-16 10:46:01,WEB,EMAIL,MEDIUM,False,PENDING,2.0.0,MX,24341,,0
N00019,E00019,LIKE,U0049,U0138,P0029,,2026-04-24 10:17:29,MOBILE,PUSH,LOW,False,FAILED,1.0.0,CL,21569,,0
N01450,E01450,LIKE,U0084,U0088,P0038,,2026-04-27 20:42:03,MOBILE,EMAIL,LOW,True,FAILED,1.1.0,CL,22726,duplicado_notification_id,1
N00031,E00031,LIKE,U0189,U0086,P0027,,2026-04-10 19:51:15,MOBILE,IN_APP,MEDIUM,True,PENDING,1.0.0,MX,7488,,0
N00269,E00269,LIKE,U0026,U0085,P0014,,2026-04-24 19:35:46,WEB,PUSH,HIGH,False,PENDING,1.1.0,CL,1826,,0
N01320,E01320,LIKE,U0035,U0104,P0042,,2026-04-30 08:56:26,MOBILE,EMAIL,LOW,True,FAILED,2.0.0,PE,12957,,0
N01521,E01521,COMMENT,U0063,U0004,P0010,C01521,2026-05-05 14:25:28,MOBILE,PUSH,LOW,True,PENDING,1.2.0,MX,11147,,0
N01345,E01345,COMMENT,U0007,U0013,P0005,C01345,2026-04-21 08:39:41,MOBILE,EMAIL,MEDIUM,False,FAILED,1.0.0,PE,1980,,0
N00823,E00823,LIKE,U0023,U0167,P0002,,2026-04-08 14:06:31,MOBILE,IN_APP,HIGH,False,FAILED,1.0.0,PE,13983,,0
N00910,E00910,LIKE,U0120,U0010,P0023,,2026-04-17 21:35:13,MOBILE,EMAIL,MEDIUM,True,PENDING,1.2.0,CL,14632,,0
N00566,E00566,FOLLOW,U0154,U0061,,,2026-04-30 09:09:12,MOBILE,EMAIL,LOW,False,PENDING,2.0.0,MX,14028,,0
N00536,E00536,LIKE,U0070,U0093,P0027,,2026-04-08 13:03:18,MOBILE,IN_APP,MEDIUM,True,FAILED,1.1.0,CL,19820,,0
N01046,E01046,LIKE,U0053,U0198,P0025,,2026-04-11 09:05:11,MOBILE,IN_APP,HIGH,True,SENT,1.0.0,MX,24469,,0
N00832,E00832,COMMENT,U0068,U0047,P0006,C00832,2026-04-22 21:23:58,WEB,PUSH,LOW,True,PENDING,1.0.0,MX,2610,,0
N01249,E01249,COMMENT,U0050,U0089,P0005,C01249,2026-05-06 21:54:51,WEB,PUSH,MEDIUM,True,PENDING,2.0.0,MX,23437,,0
N00380,E00380,COMMENT,U0108,U0162,P0040,C00380,2026-04-25 21:58:04,MOBILE,IN_APP,LOW,False,SENT,1.2.0,PE,21597,,0
N00905,E00905,COMMENT,U0099,U0114,P0003,C00905,2026-05-01 14:11:42,MOBILE,PUSH,MEDIUM,False,SENT,1.2.0,CL,20147,,0
